wav_id,contents,sentiment
5f4144529dd513131eacee42,나 이번에 10km 마라토너로 뛰었거든. 그런데 내 기록보다 훨씬 좋은 기록이 나온 거야.,happy
5f41446c9dd513131eacee43,"아니. 선수처럼 그렇게 기록이 좋진 않지만, 그 동안의 내가 노력한 결과에, 결과를 얻은 것 같애서 좋다는 거야.",happy
5f4144ad9dd513131eacee45,대단히 많은 크룬 아니고.,happy
5f4144c69dd513131eacee46,당연히 같이 서로 의지하면서 운동하는 사람들 있어. 그 사람들 덕분에 여기까지 온 것 같애.,happy
5f4144f69dd513131eacee48,나 요즘 주식 시작했는데 너무 후회가 돼.,sad
5f41450c9dd513131eacee49,아는 지인이 갑자기 연락 왔더라고. 좋은 주식 있으니까 같이 해보자고. 그래서 시작한 거야.,sad
5f4145279dd513131eacee4a,"맞아. 주식은 정말 쉬운 종, 쉬운 게 아니야. 요즘 뜨고 있는 바이오 주식을 샀는데도 이래.",sad
5f4145429dd513131eacee4b,처음 산 것 보다 훨씬 많이 떨어져 있어.,sad
5f41455d9dd513131eacee4c,어차피 팔지도 못해. 지금 팔면 반토막밖에 안 남아.,sad
5f41463e9dd513131eacee55,화장실은 청소를 해도 곰팡이는 없어지질 않아. 어떻게 해야 돼.,angry
5f4146589dd513131eacee56,맞아. 우리 집은 화장실에 창문 하나도 없어. 그러니 습기가 빠져나갈 데가 없어.,angry
5f41467a9dd513131eacee57,맞아. 장마철이라 더 많은 곰팡이가 피는 것 같애. 그래서 하루 종일 락스로 닦았더니 머리까지 아파 이젠.,angry
5f41469c9dd513131eacee58,"곰팡이 제거제라는 것도 있었어? 아이, 그런 걸로 청소를 했어야 하는 건데.",angry
5f4146b99dd513131eacee59,당연히 구매해서 써봐야지. 당장에 구매할게.,angry
5f4147619dd513131eacee61,드디어 구매한 노트북이 도착했어.,happy
5f4147779dd513131eacee62,알바비를 모아서 산 거기 때문에 좋은 건 못 샀어.,happy
5f4147969dd513131eacee63,알았어. 걱정하지 마. 꼼꼼히 살펴보고 또 살펴 볼게.,happy
5f4147ae9dd513131eacee64,"할 게 너무너무 많아. 영화도 봐야 되지, 그 동안 못 봤던 드라마나 예능 프로그램. 그리고 이걸로 프로젝트도 해야 돼.",happy
5f4147dc9dd513131eacee65,"정말? 정말 그런 보험도 있었어? 당장에 가입해야지, 그럼.",happy
5f41487d9dd513131eacee74,내일 친구 만나는데 뭘 먹어야 될지 정말 고민이야.,neutral
5f4148959dd513131eacee75,음식점이 많기로 소문 난 강남역에서 만나기로 했어.,neutral
5f4148b09dd513131eacee76,난 일식을 좋아하지만 그래도 양식도 좋아하기도 해. 둘 다 먹을 수 있어.,neutral
5f4148cd9dd513131eacee77,에피타이저 푸짐하게 주는 집이면 더 좋지. 그런 곳을 알려 줘.,neutral
5f4148ed9dd513131eacee78,그렇지. 빨리 알려 줘. 내 친구랑 의논해서 내일 정말 맛있게 먹고 올게.,neutral
5f4149139dd513131eacee7a,나 드디어 프로젝트 끝냈어!,happy
5f4149299dd513131eacee7b,당연하지. 한 달 동안 주말도 반납해가면서 만든 프로젝트야. 완전히 끝냈다고.,happy
5f4149479dd513131eacee7c,그래. 신나는 음악 들으면서 맘껏 춤 추고 싶어.,happy
5f41495e9dd513131eacee7d,벌써 다 약속 잡아 놨지. 내일 만나기로 했어.,happy
5f4149779dd513131eacee7e,그렇잖아도 내일 친구들이랑 만나서 여행 계획을 세울 거야. 좋은 생각이지?,happy
5f41499c9dd513131eacee80,나 너무 우울해. 매일매일이 정말 힘들어.,sad
5f414a0b9dd513131eacee83,맞아. 밖에 나가서 햇빛을 못 보니 몸이 지치고 마음은 더 힘들고.,sad
5f414a289dd513131eacee84,그런 음악 있으면 빨랑빨랑 추천해 줘. 듣고 힘 좀 내게.,sad
5f414a419dd513131eacee85,영화까지 찾아주면 내가 좀 더 힘을 내볼 수 있을 거야. 얼른 찾아 줘.,sad
5f414a679dd513131eacee87,아니 요즘은 왜들 다 이러는 건지 이해할 수가 없어.,angry
5f414a7c9dd513131eacee88,내가 좋아하는 유튜버가 괜찮은 제품이라고 하나 소개해서 나도 샀거든. 그랬더니 그게 돈 받고 하는 광고였대.,angry
5f414a9b9dd513131eacee89,더 실망스러운 건 모르는 척 하는 거야. 그래서 우리가 증거를 들이밀었지. 그랬더니 그 때서야 우리한테 사과하더라고.,angry
5f414ac39dd513131eacee8a,억지로 하는 사과가 진정성이 있었을까? 우리가 더 상처 받은 느낌이야.,angry
5f414ae39dd513131eacee8b,기분이 좀 나아진다면 그런 영상도 필요할 거라고 생각해. 좀 부탁해.,angry
5f41cb619dd513131eacee93,"내일 친구랑 만나기로 했는데, 뭘 먹을지 모르겠어.",neutral
5f41cb7b9dd513131eacee94,강남역에서 만나기로 했는데 아직도 뭘 먹을지 못 정했어.,neutral
5f41cb9b9dd513131eacee95,강남역에 맛집이 너무 많으니까 더 못 고르겠더라고. 나는 일식을 좋아하니까 일식을 먹었으면 좋겠어.,neutral
5f41cbfb9dd513131eacee97,"평점과 리뷰가 좋다고 하니까, 어떤.",neutral
5f41cc219dd513131eacee98,평점과 리뷰가 좋다고 하니까 엄청 맛있을 거 같아. 너가 추천한 곳으로 가서 친구랑 맛있게 먹을게.,neutral
5f41ccf79dd513131eacee9e,나 드디어 프로젝트가 끝났어.,happy
5f41cd159dd513131eacee9f,프로젝트에 최종 발표를 마쳤으니까 모든 게 완전히 끝난 거야. 마음이 너무나 홀가분해.,happy
5f41cd379dd513131eaceea0,신나는 음악을 들으면서 춤이라도 추고 싶은 게 내 심정이야. 그만큼 기분이 좋아.,happy
5f41cd589dd513131eaceea1,"프로젝트를 하느라고 한 달 동안 친구를 못 만났는데, 못 만났던 친구를 만나는 것도 좋을 거 같아.",happy
5f41cdaf9dd513131eaceea2,시간이 된다면 여행을 가서 마음을 좀 힐링 시키고 오고 싶어.,happy
5f41ce859dd513131eaceeab,내 휴가가 엉망이야.,angry
5f41ce9a9dd513131eaceeac,"오늘부터 휴가 기간인데, 휴가 기간 내내 비 소식이 있어. 너무 짜증 나.",angry
5f41cee29dd513131eaceead,"가족들이랑 동해 바다로 가서 놀고 오기로 했는데, 비가 와서 망했어.",angry
5f41cf439dd513131eaceeaf,휴가 기간 내내 비가 온다니까 아무래도 집에서 보낼 수 있는 방법을 찾아봐야 될 거 같아. 쉬면서 휴가를 즐겁게 보낼 수 있는 방법을 찾아볼게.,angry
5f41cf799dd513131eaceeb0,휴가 기간 내내 비가 온다고 하니까 아무래도 집에서 휴가를 보낼 수 있는 방법을 찾아 봐야 할 거 같아.,angry
5f41cfb19dd513131eaceeb2,드디어 구매한 노트북이 도착했어.,happy
5f41d0279dd513131eaceeb5,오자 마자 노트북 여기 저기를 살펴 봤는데 아무 문제가 없더라고. 성능도 정말 좋아.,happy
5f41d0509dd513131eaceeb6,노트북으로는 지금 구상하고 있는 만화를 만들 거야.,happy
5f41d07f9dd513131eaceeb7,종종 밖에서 작업할 일도 생기니까 노트북 보험 가입을 생각해봐야겠어.,happy
5f41d1a69dd513131eaceec1,화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
5f41d1ce9dd513131eaceec2,화장실에 환기를 자주 시키는데 왜 이렇게 곰팡이가 안 없어질까?,angry
5f41d2029dd513131eaceec3,계속 비가 오니까 습기가 많아서 곰팡이가 정말 안 없어지나 봐. 볼 때마다 청소를 하니까 너무 힘들어.,angry
5f41d2279dd513131eaceec4,화장실에 곰팡이를 없애는데 곰팡이 제거제가 효과가 있을까?,angry
5f41d2449dd513131eaceec5,곰팡이 제거제가 곰팡이를 없애는 데 효과가 있다고 하니까 나 한번 구매해서 사용해볼래. 괜찮은 걸로 추천 좀 해줘봐.,angry
5f41d2e19dd513131eaceecd,나 너무 우울해.,sad
5f41d2f69dd513131eaceece,코로나 때문에 재택 근무를 시작하면서 집에 있게 되니까 너무 우울해.,sad
5f41d3169dd513131eaceecf,모든 일을 비대면으로 처리하다 보니까 밖에 나갈 일이 없어서 괜히 몸이 기력이 없고 쳐져.,sad
5f41d33f9dd513131eaceed0,기분이 우울할 때는 음악을 들으면 좀 나아질 거 같아.,sad
5f41d3659dd513131eaceed1,"노래는 신나는 노래가 좋고, 영화는 재밌게 웃을 수 있는 영화였으면 좋겠어.",sad
5f41d4ce9dd513131eaceede,헐! 나 이벤트에 당첨 됐어.,happy
5f41d4e59dd513131eaceedf,내가 좋아하는 인플루언서가 진행하는 이벤트에 당첨 됐어. 너무 기뻐!,happy
5f41d58c9dd513131eaceee4,"비싼 향수를 선물로 받았다고 주변 사람들한테 이야기했더니, 다들 부러워했어.",happy
5f41d5f79dd513131eaceee8,"10km 마라톤 대회에 출전했는데, 이전의 내 기록을 훨씬 경신했어. 너무 기뻐!",happy
5f41d61b9dd513131eaceee9,내가 달리는 운동을 너무 좋아해서 매번 열심히 연습해서 마라톤 대회에 출전했더니 좋은 성적을 낸 거 같아.,happy
5f41d63e9dd513131eaceeea,"달리는 동안에는 엄청 힘들고 지쳤는데, 결승선을 들어서는 순간 기분이 엄청 좋았어! 날아갈 거 같았어!",happy
5f41d6699dd513131eaceeeb,함께 달리는 크루가 있어서 힘들고 지칠 때 서로 힘이 돼서 너무 좋아.,happy
5f41d7cc9dd513131eaceef8,나 요즘 주식을 시작했는데.,sad
5f41d7fe9dd513131eaceef9,단톡방에서 아는 사람이 주식을 추천해서 구입하게 됐어.,sad
5f41d8629dd513131eaceefc,주식은 시간이 지나도 오르지 않고 계속 떨어지고 있어서 손해가 보고 있어. 너무 속상해.,sad
5f41d8899dd513131eaceefd,"주식이 계속 떨어져서 팔아버릴까 생각을 했는데, 너의 말대로 좀 더 지켜보고 팔아야겠어. ",sad
5f41d8ea9dd513131eacef01,내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들한테 사과하는 영상을 올렸어.,angry
5f41d9159dd513131eacef02,"며칠 전에 자기는 뒷광고를 하지 않았다고 이야기했는데, 뒷광고 했다고 사과 영상을 올리니까 너무 어이가 없고 실망스러워.",angry
5f41d9779dd513131eacef04,지금은 너무 화가 나서 기분 전환용 영상도 보기 싫어! 아무 영상도 보기가 싫어!,angry
5f41d99e9dd513131eacef05,기분 전환용 영상이 어떤 건데? 궁금하긴 하네.,angry
5f4259b69dd513131eaceff2,"내일 친구랑 밥 먹기로 했는데, 뭘 먹어야 될지 걱정이야.",neutral
5f4259d29dd513131eaceff3,음식점이 너무 많은 강남역에서 만나기로 했어.,neutral
5f4259ec9dd513131eaceff4,나 일식을 좋아해. 근데 내 친구는 양식 쪽인 거 같기도 해. 둘 다 알려줄래?,neutral
5f425a0a9dd513131eaceff5,맛도 있는데 에피타이저도 많이 주면 정말 금상첨화지. 좋은 집으로 부탁해.,neutral
5f425a299dd513131eaceff6,알았어. 정말 고마워. 내일 친구랑 맛있게 먹고 올게.,neutral
5f425a499dd513131eaceff8,나 드디어 프로젝트 끝났어.,happy
5f425a609dd513131eaceff9,그럼. 한 달 간 주말도 반납하고 얼마나 열심히 했는데. 완전히 끝났다니까!,happy
5f425a7c9dd513131eaceffa,응. 신나는 음악 들으면서 막 춤 추고 싶어.,happy
5f425a939dd513131eaceffb,그렇잖아도 친구들이랑 벌써 약속했지. 내일 만나기로 했어.,happy
5f425aae9dd513131eaceffc,"알았어. 뭐든지 다 하고 싶어. 내일 친구들이랑 만나서 여행 계획도 세우고, 신나는 음악 들으면서 춤도 막 출 거야.",happy
5f425ad69dd513131eaceffe,나 너무 우울해. 매일 매일이 힘들어.,sad
5f425aef9dd513131eacefff,코로나가 내 일상을 다 바꿔버렸어. 회사도 재택 근무한대.,sad
5f425b0e9dd513131eacf000,"맞아. 사람은 활동이란 걸 해야 되는데, 통 밖을 못 나가니까 몸이 더 축 처지고 아픈 것 같애.",sad
5f425b319dd513131eacf004,그런 게 있으면 진작 좀 알려 줘. 나 우울증에서 탈퇴하고 싶어.,sad
5f425b4d9dd513131eacf005,노래도 좋은데 영화까지 찾아주면 정말 땡큐지. 고마워.,sad
5f425b749dd513131eacf00b,아니 요즘은 다 왜 이러는 거지? 난 정말 이해가 안 가.,angry
5f425b8c9dd513131eacf00c,"내가 좋아하는 유튜버가 좋은 제품이라고 소개하는데, 알고 봤더니 그게 돈 받고 하는 광고였대.",angry
5f425baa9dd513131eacf00d,더 실망스러운 건 우리가 증거를 들이대기까지 사과를 안하는 거야. 그런데 나중에 끝내 사과하더라고.,angry
5f425bd09dd513131eacf00e,마지못해 하는 사과라서 진정성이라고는 털끝만큼도 없었어.,angry
5f425bed9dd513131eacf00f,이 더러운 기분을 없앨 수 있는 영상은 아무거나 다 추천해줘.,angry
5f425cc09dd513131eacf01b,헐. 나 이벤트에 당첨되었대.,happy
5f425cd79dd513131eacf01c,내 좋아하는 인플루언서가 파격 이벤트를 하더라고. 그래서 그냥 한 번 신청해봤지.,happy
5f425cf69dd513131eacf01f,한 명 뽑는데 내가 당첨이 됐대.,happy
5f425d0c9dd513131eacf020,완전 맘에 들어. 진짜진짜 비싼 향수거든.,happy
5f425d239dd513131eacf024,아니. 이제부터 해야지.,happy
5f425d509dd513131eacf028,내 휴가가 엉망진창이 되었어.,angry
5f425d639dd513131eacf029,정말 오랜만에 휴가를 냈더니 하필 장마철이랑 겹쳤대. 하루종일 비가 오고 있어.,angry
5f425d859dd513131eacf02a,여름휴가라서 바다에 가려고 했었지. 다 엉망진창이 돼버렸어.,angry
5f425da29dd513131eacf02b,회사가 바빠서 정말 1년만에 눈치보면서 낸거야.,angry
5f425dc79dd513131eacf02c,이번년도는 휴가는 포기해야 되겠지? 그럼 영화나 게임을 좀 추천해줄래?,angry
5f425ea39dd513131eacf03e,나 축하해줘. 정말 기분좋은 일이 있었어.,happy
5f425eba9dd513131eacf042,이번 마라톤 대회에 참가했는데 내가 생각했던 것보다 내 기록이 너무 잘 나왔어.,happy
5f425ed79dd513131eacf043,아니야. 선수처럼 잘 달리는게 아니라 그냥 내 기록보다 몇 분이나 더 빨리 도착한 거야.,happy
5f425f4e9dd513131eacf04b,나 요즘 주식을 새로 시작했는데 정말 우울해.,sad
5f425f669dd513131eacf04c,아는 지인이 갑자기 카톡으로 좋은 주식 정보가 있다고 알려주셨어. 그래서 시작하게 된 거야.,sad
5f425fc19dd513131eacf04f,샀을 때보다 많이 떨어져서 정말 고민이 돼.,sad
5f4260cc9dd513131eacf05a,화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
5f4260e29dd513131eacf05b,맞아. 우리집은 딱히 환기가 될만한 창문이란 게 없어. 그러니 더 심한 것 같애.,angry
5f4261039dd513131eacf05e,맞아. 곰팡이 땜에 계속 락스로 청소했더니 머리가 너무 아파.,angry
5f4261379dd513131eacf062,지금 당장에 구매할게. 추천 좀 해줘.,angry
5f42614c9dd513131eacf063,지금 당장 구매할게. 좋은 제품으로 추천 좀 해줘.,angry
5f4262089dd513131eacf074,드디어 구매한 노트북이 도착했어. 뜯어봐야지.,happy
5f4262259dd513131eacf077,좋은 제품은 아니야. 알바비를 모아서 산 거기 때문에 저렴한 걸로 샀어.,happy
5f4262449dd513131eacf07a,알았어. 내가 다 알아서 할게. 걱정하지 마.,happy
5f42625a9dd513131eacf07b,할 게 너무 많아. 영화도 봐야지. 그동안 못봤던 드라마하고 예능프로도 볼 거야. 그리고 중요한 건 프로젝트를 해야 돼.,happy
5f4262889dd513131eacf07c,오호. 좋은 정보인데? 그런 게 있으면 당장 가입해야지.,happy
5f4277579dd513131eacf139,내일 친구를 만나기로 했는데 뭘 먹어야할지 모르겠어.,neutral
5f4277729dd513131eacf13a,내일 강남역에서 친구를 만나기로 했는데 아직도 뭘 먹어야 할지 못 정했어.,neutral
5f4277919dd513131eacf13b,강남역에 맛집이 너무 많아서 고르기가 힘들더라구. 나는 양식을 좋아하니까 친구랑 양식을 먹고 싶어.,neutral
5f4277c49dd513131eacf13c,에피타이저부터 푸짐하게 주는 집이 있다니까 너무 기대가 돼.,neutral
5f4277e29dd513131eacf13d,평점과 리뷰가 좋은 것을 추천해줘서 너무 고마워. 친구랑 가서 맛있게 먹고 올게.,neutral
5f4278099dd513131eacf13f,나 드디어 프로젝트가 끝났어.,happy
5f42782c9dd513131eacf143,최종 발표를 마쳤으니까 프로젝트가 완전히 끝난 거라고 보면 돼. 너무 홀가분해.,happy
5f42784c16bbac1317968f11,신나는 음악을 들으면서 춤을 추고 싶을 정도로 기분이 너무 좋아.,happy
5f4278659dd513131eacf14a,프로젝트를 진행하느라고 한 달 동안 친구를 못 만났는데 이번 기회에 친구를 만나는 것도 좋을 것 같아.,happy
5f42789a9dd513131eacf14f,그동안 프로젝트를 하느라고 너무 바쁘고 힘들었으니까 이번 기회에 여행을 가서 힐링을 하고 오는 시간을 가져봐야겠어.,happy
5f4278e69dd513131eacf156,내 휴가가 엉망이야.,angry
5f4278f716bbac1317968f12,오늘부터 일주일동안 휴간데 휴가기간 내내 비가 온대. 너무 짜증나.,angry
5f4279169dd513131eacf15b,오랜만에 가족들이랑 동해바다에 가서 실컷 놀고 오기로 했어. 그런데 비가 와서 망했어.,angry
5f42793c9dd513131eacf15e,프로젝트가 너무 바빠서 일년만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어. 너무 속상해.,angry
5f42796b9dd513131eacf166,휴가 기간 내내 비소식이 있어서 여행을 가는 건 포기할 것 같아. 너의 말대로 쉬면서 집에서 휴가를 즐길 수 있는 방법을 찾아봐야 할 것 같아.,angry
5f427b139dd513131eacf191,구매한 노트북이 엄청 늦게 와서 기다리고 있었는데 오늘 도착한거야. 너무 기뻐. 노트북은 200만원 정도 주고 샀어.,happy
5f427b3b9dd513131eacf192,노트북이 도착하자마자 문제가 있는지 여기저기 살펴봤는데 다 괜찮았어. 엄청 좋아.,happy
5f427b689dd513131eacf193,노트북으로 동화책 글쓰기 작업을 할거야. 너무 기대가 돼.,happy
5f427b8b9dd513131eacf194,노트북을 밖에서 쓸 일도 생길테니까 보험 가입을 생각해봐야겠어.,happy
5f427bad9dd513131eacf196,화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
5f427bc79dd513131eacf197,요새 환기를 자주 시켜주는데도 화장실에 곰팡이가 계속 생기고 있어서 신경쓰여.,angry
5f427c0e9dd513131eacf199,곰팡이 제거제가 화장실에 곰팡이를 없애는데 많은 효과가 있대?,angry
5f427c299dd513131eacf19a,그래? 곰팡이 제거제가 곰팡이를 없애는 데 효과가 있다고 하니까 나도 한번 구매해볼래. 효과 좋은 걸로 한번 추천해줘.,angry
5f427c549dd513131eacf19c,나 너무 우울해.,sad
5f427c689dd513131eacf19d,요새 코로나 때문에 재택근무를 시작하면서 매일 집안에만 있으니까 마음이 울적해져.,sad
5f427c8d9dd513131eacf19e,모든 일처리를 비대면으로 하다보니까 밖에 나갈 일도 없어서 기력이 없고 몸이 처지는 것 같아.,sad
5f427cb39dd513131eacf19f,기분이 우울할 때 신나는 음악을 들으면 기분이 좀 나아지긴 하지.,sad
5f427cce9dd513131eacf1a0,나는 음악이 신났으면 좋겠고 영화는 진짜 재미있는 걸 봤으면 좋겠어. 내가 좋아하는 장르로 추천해줘.,sad
5f427f4e9dd513131eacf1d2,달리는 동안은 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어. 날아갈 것 같았어.,happy
5f427f709dd513131eacf1d3,함께 뛰는 크루가 있어서 힘들 때마다 격려해주니까 큰 힘이 돼.,happy
5f427fe49dd513131eacf1d8,인플루언서가 진행하는 이벤트에 당첨돼서 기분이 엄청 좋아.,happy
5f427ffd9dd513131eacf1d9,당첨자를 한 명 뽑는 거였는데 내가 당첨된 거야. 엄청 운이 좋지?,happy
5f4280349dd513131eacf1db,당연히 자랑했지! 비싼 향수를 선물로 받았다고 자랑했더니 다들 부러워했어.,happy
5f4280579dd513131eacf1dc,당연하지. 비싼 향수를 선물로 받았다고 사람들한테 이야기했더니 다들 부러워했어.,happy
5f4281499dd513131eacf1e5,나 요즘 주식을 시작했는데.,sad
5f4281639dd513131eacf1e6,단톡방에 아는 사람이 주식으로 큰 돈을 벌었다고 하면서 주식을 구입하라고 추천해줬어.,sad
5f4281859dd513131eacf1e7,전자쪽 주식을 구입하면 주식이 오를거라고 하면서 구입하라고 해서 전자 종목을 주식으로 구입했어.,sad
5f4281db9dd513131eacf1e8,시간이 갈 수록 주가가 오르지 않고 떨어지고 있어서 손해를 보고 있어. 너무 속상해.,sad
5f4281fe9dd513131eacf1e9,"주가가 계속 떨어지고 있어서 너무 속상해서 팔아버릴까 생각했는데, 당분간 너의 말을 듣고 지켜봐야겠어.",sad
5f4282499dd513131eacf1ec,"아니, 요즘 다 왜 이러는 거야? 정말 이해가 안돼.",angry
5f4282609dd513131eacf1ed,내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들에게 사과하는 영상을 올렸어.,angry
5f4283139dd513131eacf1f2,지금 너무나 화가 났는데 마음을 진정시킬 수 있는 영상이 있으면 하나만 추천해줘.,angry
5f3fe2969dd513131eace8b4,헐. 나 이벤트에 당첨되었어!,happy
5f3fe2a99dd513131eace8b5,내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 그냥 한 번 해봤더니 내가 된 거야!,happy
5f3fe2c59dd513131eace8b6,딱 한명 뽑는 거였어. 거기서 내가 됐어.,happy
5f3fe30b9dd513131eace8c2,그동안 열심히 달리고 노력했어. 그랬더니 결과가 너무 좋아.,happy
5f3fe3329dd513131eace8c7,내 휴가가 엉망이 되었어.,angry
5f3fe3429dd513131eace8c8,신나는 음악을 들으면서 춤을 추는 것도 좋을 거 같아.,happy
5f3fe3629dd513131eace8cb,여름 휴가 하면 여름 바다잖아. 바다 가고 싶었어.,angry
5f3fe37a9dd513131eace8cd,정말 바빠서 일년 만에 휴가를 낸 거였거든. 운이 너무 안좋아.,angry
5f3fe3a19dd513131eace8ce,그냥 하늘만 원망하고 지내기보단 영화나 게임 그런걸 하고 보내는게 더 나을 것 같긴 해.,angry
5f3fe3c59dd513131eace8d3,지인의 소개로 한 번 시작을 했는데 오르지가 않아.,sad
5f3fe49f9dd513131eace8e8,나 축하해줘. 기분 좋은 일이 생겼어.,happy
5f3fe5189dd513131eace8f6,화장실은 자주 청소를 해도 곰팡이가 사라지질 않아.,angry
5f3fe5189dd513131eace8f7,뛰는 순간은 힘들었지만 결승선을 밟는 순간 그 피로가 싹 가시더라고.,happy
5f3fe5359dd513131eace8f9,환기도 많이 시키고 청소도 자주 하는데 너무 오래된 집이라 곰팡이가 안 없어져.,angry
5f3fe5919dd513131eace904,아는 지인의 소개로 시작하게 되었어.,sad
5f3fe5bb9dd513131eace908,처음 살 때보다 지금 손해가 너무 심해.,sad
5f3fe5d79dd513131eace90c,지금 팔 수도 없어. 팔면 나는 끝장 나.,sad
5f3fe6ac9dd513131eace920,화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
5f3fe6d39dd513131eace926,조금 비싸. 백 만원이 넘어. 백 오십만원 정도 해.,happy
5f3fe6f19dd513131eace929,그렇지 않아도 지금 뜯었어. 그런데 상품은 아주 좋아! 너무 마음에 들어.,happy
5f3fe7119dd513131eace92d,"곰팡이 제거제라는 것도 있었어? 아, 진작에 알았으면 계속 그걸 썼지.",angry
5f3fe72e9dd513131eace92e,당연히 그런게 있었으면 써야지. 구매할게.,angry
5f3fe7d69dd513131eace93c,드디어 구매한 노트북이 도착했어!,happy
5f3fe8479dd513131eace944,그런것도 있었어? 좋은 정보 정말 고마워.,happy
5f3fe9249dd513131eace95e,내가 달리기 운동을 너무 좋아해서 매년 열리는 마라톤 대회에 출전했더니 기록이 점점 좋아지는 거 같아.,happy
5f3fe96b9dd513131eace96c,함께 달리는 크루가 있어서 서로 응원하면서 격려해줘서 너무나 힘이 돼.,happy
5f3fe98a9dd513131eace96f,함께 달리는 크루가 있어서 서로 도와주고 하니까 너무나 큰 힘이 돼.,happy
5f3feaf99dd513131eace9ab,헐! 나 이벤트 당첨 됐어!,happy
5f3feb859dd513131eace9b9,비싼 향수를 당첨 선물로 받았다고 주위 사람들한테 자랑했어. 다들 부러워 하더라고.,happy
5f3febdd9dd513131eace9be,나 너무 우울해.,sad
5f3fed569dd513131eace9db,"아니, 요즘 다 왜 그러는 거야? 정말 이해가 안 돼.",angry
5f3fed6e9dd513131eace9de,내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들한테 사과하는 영상을 올린거야.,angry
5f3fede59dd513131eace9e9,지금은 너무 화가 나서 아무런 영상도 보고싶지 않아.,angry
5f3ff4f29dd513131eacea38,내일 친구를 만나는데 뭘 먹어야 될 지 모르겠어.,neutral
5f3ff52b9dd513131eacea3a,난 아무거나 다 잘 먹어. 좋은 집으로 소개 좀 해줘.,neutral
5f3ff5639dd513131eacea3c,애피타이저가 많이 나오면 더 좋지. 그런 집으로 소개시켜줘.,neutral
5f3ff5809dd513131eacea3d,고마워. 너무 기대가 돼. 친구랑 의논해서 맛있게 먹고 올게.,neutral
